URL,Title,Price,Brand,Model,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage
https://ikman.lk/en/ad/toyota-raize-hybrid-modelista-2026-for-sale-colombo-1,Toyota Raize HYBRID MODELISTA 2026,"Rs 15,250,000",Toyota,Raize,HYBRID MODELISTA,2026,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-first-edition-2024-for-sale-colombo-100,Toyota Land Cruiser Prado 250 FIRST EDITION 2024,"Rs 57,000,000",Toyota,Land Cruiser Prado,250 FIRST EDITION,2024,Brand New,Automatic,SUV / 4x4,Petrol,"2,700 cc","5,000 km"
https://ikman.lk/en/ad/toyota-raize-z-premium-fly-loaded-2025-for-sale-colombo-12,Toyota Raize Z Premium FLY Loaded 2025,"Rs 14,290,000",Toyota,Raize,Z Premium FLY Loaded,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",300 km
https://ikman.lk/en/ad/toyota-raize-z-premium-petrol-2025-for-sale-colombo-1,Toyota Raize Z Premium Petrol 2025,"Rs 13,590,000",Toyota,Raize,Z Premium Petrol,2025,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,200 cc","3,800 km"
https://ikman.lk/en/ad/toyota-hilux-double-cab-2012-for-sale-colombo-1,Toyota Hilux Double Cab 2012,"Rs 7,600,000",Toyota,Hilux,Double Cab,2012,Used,Manual,,Diesel,"2,500 cc","500,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-bsm-2026-for-sale-colombo-10,Toyota Raize Z HYBRID BSM 2026,"Rs 14,500,000",Toyota,Raize,Z HYBRID BSM,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-autoparking-2026-for-sale-colombo-11,Toyota Raize Z Hybrid AutoParking 2026,"Rs 15,200,000",Toyota,Raize,Z Hybrid AutoParking,2026,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-hybrid-z-4way-3600-2025-for-sale-colombo,Toyota Raize Hybrid Z 4way 360⁰ 2025,"Rs 14,350,000",Toyota,Raize,Hybrid Z 4way 360⁰,2025,Brand New,Automatic,Saloon,Hybrid,"1,200 cc",172 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-autoparking-2026-for-sale-colombo-10,Toyota Raize Z hybrid Autoparking 2026,"Rs 15,250,000",Toyota,Raize,Z hybrid Autoparking,2026,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-avanza-2010-for-sale-colombo-61,Toyota Avanza 2010,"Rs 5,950,000",Toyota,Avanza,,2010,Used,Manual,,Petrol,"1,298 cc","245,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-4-way-bsm-2026-for-sale-colombo-22,Toyota Raize Z Hybrid 4 Way BSM 2026,"Rs 14,950,000",Toyota,Raize,Z Hybrid 4 Way BSM,2026,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-grade-2025-for-sale-colombo-293,Toyota Raize Z Grade 2025,"Rs 13,500,000",Toyota,Raize,Z Grade,2025,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-g-grade-2026-for-sale-colombo-49,Toyota Taisor G Grade 2026,"Rs 11,000,000",Toyota,Taisor,G Grade,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-v-grade-highest-pack-2026-for-sale-colombo-25,Toyota Taisor V GRADE HIGHEST PACK 2026,"Rs 11,990,000",Toyota,Taisor,V GRADE HIGHEST PACK,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-roomy-custom-g-2025-for-sale-colombo-74,Toyota Roomy Custom G 2025,"Rs 11,299,999",Toyota,Roomy,Custom G,2025,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","10,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-95-1kz-1997-for-sale-colombo-22,Toyota Land Cruiser Prado 95 1KZ 1997,"Rs 11,790,000",Toyota,Land Cruiser Prado,95 1KZ,1997,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","230,000 km"
https://ikman.lk/en/ad/toyota-fortuner-2013-for-sale-colombo-635,Toyota Fortuner 2013,"Rs 18,690,000",Toyota,Fortuner,,2013,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","160,000 km"
https://ikman.lk/en/ad/toyota-raize-z-12-hybrid-2025-for-sale-colombo-6,Toyota Raize Z 1.2 Hybrid 2025,"Rs 14,450,000",Toyota,Raize,Z 1.2 Hybrid,2025,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-124,Toyota Taisor V Grade 2026,"Rs 11,700,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,Hatchback,Hybrid,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-v-2026-for-sale-colombo-22,Toyota Taisor V 2026,"Rs 12,200,000",Toyota,Taisor,V,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-uk-spec-2010-for-sale-colombo,Toyota Yaris UK SPEC 2010,"Rs 5,890,000",Toyota,Yaris,UK SPEC,2010,Used,Tiptronic,Hatchback,Petrol,"1,400 cc","122,000 km"
https://ikman.lk/en/ad/toyota-belta-2021-for-sale-colombo,Toyota Belta 2021,"Rs 6,375,000",Toyota,Belta,,2021,Used,Automatic,Saloon,Petrol,"1,300 cc","212,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-diesel-lc5-2014-for-sale-colombo-6,Toyota Land Cruiser Prado Diesel LC5 2014,"Rs 38,500,000",Toyota,Land Cruiser Prado,Diesel LC5,2014,Reconditioned,Automatic,SUV / 4x4,Diesel,"3,000 cc",0 km
https://ikman.lk/en/ad/toyota-hilux-smart-cab-2010-for-sale-colombo-94,Toyota Hilux Smart Cab 2010,"Rs 7,975,000",Toyota,Hilux,Smart Cab,2010,Used,Manual,SUV / 4x4,Diesel,"2,400 cc","240,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-2024-for-sale-colombo-246,Toyota Raize Z Grade 2024,"Rs 13,950,000",Toyota,Raize,Z Grade 2024,2024,Reconditioned,Automatic,Hatchback,Hybrid,"1,200 cc","8,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-gx-2003-for-sale-colombo-51,Toyota Land Cruiser Prado GX 2003,"Rs 13,900,000",Toyota,Land Cruiser Prado,GX,2003,Reconditioned,Manual,SUV / 4x4,Petrol,"2,700 cc","126,000 km"
https://ikman.lk/en/ad/toyota-hilux-travo-overland-plus-2025-for-sale-colombo-190,Toyota Hilux Travo Overland Plus 2025,"Rs 29,500,000",Toyota,Hilux,Travo Overland Plus,2025,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",0 km
https://ikman.lk/en/ad/toyota-raize-g-1200-cc-2023-for-sale-colombo-13,Toyota Raize G 1200 CC 2023,"Rs 12,900,000",Toyota,Raize,G 1200 CC,2023,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,200 cc","23,000 km"
https://ikman.lk/en/ad/toyota-urban-cruiser-taisor-v-2026-for-sale-colombo-12,Toyota Urban Cruiser Taisor V 2026,"Rs 12,050,000",Toyota,Urban Cruiser,Taisor V,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-diesel-brandnew-2024-for-sale-colombo,Toyota Land Cruiser Prado 250 Diesel Brandnew 2024,"Rs 84,500,000",Toyota,Land Cruiser Prado,250 Diesel Brandnew,2024,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",400 km
https://ikman.lk/en/ad/toyota-raize-z-grade-2019-for-sale-colombo-13,Toyota Raize Z-Grade 2019,"Rs 10,675,000",Toyota,Raize,Z-Grade,2019,Reconditioned,Automatic,Station wagon,Petrol,998 cc,"86,000 km"
https://ikman.lk/en/ad/toyota-harrier-advance-premium-2017-for-sale-colombo-4,Toyota Harrier Advance Premium 2017,"Rs 25,000,000",Toyota,Harrier,Advance Premium,2017,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc","20,000 km"
https://ikman.lk/en/ad/toyota-premio-g-superior-2013-for-sale-colombo-2169,Toyota Premio G Superior 2013,"Rs 11,300,000",Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","167,082 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-trj-150-6-forward-2015-for-sale-colombo,Toyota Land Cruiser Prado TRJ 150 6 Forward 2015,"Rs 38,000,000",Toyota,Land Cruiser Prado,TRJ 150 6 Forward,2015,Used,Automatic,,Petrol,"2,700 cc","89,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-japan-modify-2024-for-sale-colombo,Toyota Land Cruiser Prado 250 Japan 🇯🇵Modify 2024,"Rs 61,700,000",Toyota,Land Cruiser Prado,250 Japan 🇯🇵Modify,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,700 cc","5,000 km"
https://ikman.lk/en/ad/toyota-voxy-sz-highest-grade-2024-for-sale-colombo-3,Toyota Voxy SZ Highest Grade 2024,"Rs 29,500,000",Toyota,Voxy,SZ Highest Grade,2024,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","6,000 km"
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-118,Toyota Taisor V Grade 2026,"Rs 12,190,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-2026-for-sale-colombo-22,Toyota Raize Z Hybrid 2026,"Rs 14,300,000",Toyota,Raize,Z Hybrid,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,200 cc",50 km
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-117,Toyota Taisor V Grade 2026,"Rs 11,895,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-harrier-hybrid-advance-pr-2014-for-sale-colombo,Toyota Harrier Hybrid Advance Pr 2014,"Rs 17,790,000",Toyota,Harrier,Hybrid Advance Pr,2014,Used,Automatic,SUV / 4x4,Hybrid,"2,400 cc","116,000 km"
https://ikman.lk/en/ad/toyota-premio-g-superior-2014-for-sale-colombo-1056,Toyota Premio G superior 2014,"Rs 11,750,000",Toyota,Premio,G superior,2014,Used,Automatic,Saloon,Petrol,"1,500 cc","152,000 km"
https://ikman.lk/en/ad/toyota-hilux-travo-2025-for-sale-colombo-10,Toyota Hilux TRAVO 2025,"Rs 28,575,000",Toyota,Hilux,TRAVO,2025,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",600 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-lc250-vx-2025-for-sale-colombo-9,Toyota Land Cruiser Prado LC250 VX 2025,"Rs 61,000,000",Toyota,Land Cruiser Prado,LC250 VX,2025,Brand New,Automatic,SUV / 4x4,Petrol,"2,700 cc",50 km
https://ikman.lk/en/ad/toyota-raize-z-premium-petrol-2025-for-sale-colombo,Toyota Raize Z Premium Petrol 2025,"Rs 13,390,000",Toyota,Raize,Z Premium Petrol,2025,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,000 cc","4,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-lc250-2025-for-sale-colombo-10,Toyota Land Cruiser Prado LC250 2025,"Rs 61,000,000",Toyota,Land Cruiser Prado,LC250,2025,Brand New,Automatic,SUV / 4x4,Petrol,"2,700 cc",50 km
https://ikman.lk/en/ad/toyota-raize-z-premium-hybrid-2025-for-sale-colombo-23,Toyota Raize Z Premium Hybrid 2025,"Rs 14,490,000",Toyota,Raize,Z Premium Hybrid,2025,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,200 cc","14,000 km"
https://ikman.lk/en/ad/toyota-taisor-v-urban-cruiser-2026-for-sale-colombo-1,Toyota Taisor V Urban Cruiser 2026,"Rs 12,000,000",Toyota,Taisor,V Urban Cruiser,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",50 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-bsm-2025-for-sale-colombo-18,Toyota Raize Z Hybrid BSM 2025,"Rs 14,500,000",Toyota,Raize,Z Hybrid BSM,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",3 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-modellista-2025-for-sale-colombo-28,Toyota Raize Z Hybrid Modellista 2025,"Rs 14,900,000",Toyota,Raize,Z Hybrid Modellista,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",900 km
https://ikman.lk/en/ad/toyota-hilux-travo-overland-plus-2026-for-sale-colombo-158,Toyota Hilux Travo Overland Plus 2026,"Rs 28,000,000",Toyota,Hilux,Travo Overland Plus,2026,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",3 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-1st-edition-lc250-2024-for-sale-colombo-6,Toyota Land Cruiser Prado 1ST EDITION LC250 2024,"Rs 68,990,000",Toyota,Land Cruiser Prado,1ST EDITION LC250,2024,Brand New,Automatic,SUV / 4x4,Petrol,"2,700 cc","1,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-lc300-zx-petrol-2026-for-sale-colombo-3,Toyota Land Cruiser Sahara LC300 ZX PETROL 2026,"Rs 98,590,000",Toyota,Land Cruiser Sahara,LC300 ZX PETROL,2026,Brand New,Automatic,SUV / 4x4,Petrol,"3,500 cc",0 km
https://ikman.lk/en/ad/toyota-axio-x-grade-2008-for-sale-colombo-166,Toyota Axio X Grade 2008,"Rs 7,300,000",Toyota,Axio,X Grade,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","125,000 km"
https://ikman.lk/en/ad/toyota-aqua-s-grade-2014-for-sale-colombo-1030,Toyota Aqua S Grade 2014,"Rs 8,090,000",Toyota,Aqua,S Grade,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","150,000 km"
https://ikman.lk/en/ad/toyota-passo-xl-2023-for-sale-colombo-17,Toyota Passo XL 2023,"Rs 8,550,000",Toyota,Passo,XL,2023,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","1,104 km"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-v8-2013-unregistered-for-sale-colombo,Toyota Land Cruiser Sahara V8 2013 Unregistered,"Rs 74,500,000",Toyota,Land Cruiser Sahara,V8 2013 Unregistered,2013,Reconditioned,Automatic,SUV / 4x4,Diesel,"4,500 cc","30,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-diesel-first-edi-2024-for-sale-colombo-1,Toyota Land Cruiser Prado 250 DIESEL FIRST EDI 2024,"Rs 78,500,000",Toyota,Land Cruiser Prado,250 DIESEL FIRST EDI,2024,Reconditioned,Automatic,SUV / 4x4,Diesel,"2,800 cc","3,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tx-l-package-2023-for-sale-colombo,Toyota Land Cruiser Prado TX-L Package 2023,"Rs 53,000,000",Toyota,Land Cruiser Prado,TX-L Package,2023,Import,Automatic,SUV / 4x4,Petrol,"2,700 cc","9,999 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-vx-first-edition-2024-for-sale-colombo,Toyota Land Cruiser Prado VX First Edition 2024,"Rs 58,500,000",Toyota,Land Cruiser Prado,VX First Edition,2024,Import,Automatic,SUV / 4x4,Petrol,"2,700 cc","10,000 km"
https://ikman.lk/en/ad/toyota-taisor-v-grade-brand-new-2026-for-sale-colombo-14,Toyota Taisor V GRADE BRAND NEW 2026,"Rs 11,990,000",Toyota,Taisor,V GRADE BRAND NEW,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-v-grade-brand-2025-for-sale-colombo,Toyota Taisor V GRADE BRAND 2025,"Rs 11,875,000",Toyota,Taisor,V GRADE BRAND,2025,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-hybrid-z-modellista-2025-for-sale-colombo-5,Toyota Raize Hybrid Z Modellista 2025,"Rs 14,095,000",Toyota,Raize,Hybrid Z Modellista,2025,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",8 km
https://ikman.lk/en/ad/toyota-taisor-v-grade-brand-new-2026-for-sale-colombo-12,Toyota Taisor V GRADE BRAND NEW 2026,"Rs 12,490,000",Toyota,Taisor,V GRADE BRAND NEW,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-land-cruiser-79-double-cab-2025-for-sale-colombo-4,Toyota Land Cruiser 79 Double Cab 2025,"Rs 31,500,000",Toyota,Land Cruiser 79,Double Cab,2025,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","3,700 km"
https://ikman.lk/en/ad/toyota-avanza-2011-for-sale-colombo-175,Toyota Avanza 2011,"Rs 6,600,000",Toyota,Avanza,,2011,Used,Manual,Station wagon,Petrol,"1,300 cc","210,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-2009-for-sale-colombo,Toyota Land Cruiser Prado 2009,"Rs 21,900,000",Toyota,Land Cruiser Prado,,2009,Reconditioned,Automatic,SUV / 4x4,Petrol,"4,000 cc","179,353 km"
https://ikman.lk/en/ad/toyota-corolla-110-1998-for-sale-colombo-69,Toyota Corolla 110 1998,"Rs 3,285,000",Toyota,Corolla,110,1998,Used,Automatic,,Diesel,"1,974 cc","315,520 km"
https://ikman.lk/en/ad/toyota-raize-2024-for-sale-colombo-72,Toyota Raize 2024,"Rs 12,150,000",Toyota,Raize,,2024,Reconditioned,Automatic,,Petrol,"1,000 cc","21,567 km"
https://ikman.lk/en/ad/toyota-carina-at192-2008-for-sale-colombo-1,Toyota Carina AT192 2008,"Rs 3,800,000",Toyota,Carina,AT192,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","185,000 km"
https://ikman.lk/en/ad/toyota-hilux-champ-2026-for-sale-colombo,Toyota Hilux Champ 2026,"Rs 11,900,000",Toyota,Hilux,Hilux Champ,2026,Brand New,Manual,SUV / 4x4,Diesel,"2,400 cc",0 km
https://ikman.lk/en/ad/toyota-starlet-ep92-1997-for-sale-colombo-4,Toyota Starlet EP92 1997,"Rs 4,165,000",Toyota,Starlet,EP92,1997,Used,Automatic,,Petrol,"1,330 cc","168,323 km"
https://ikman.lk/en/ad/toyota-land-cruiser-250-vx-2024-for-sale-colombo,Toyota Land Cruiser 250 VX 2024,"Rs 54,950,000",Toyota,Land Cruiser,250 VX,2024,Used,Tiptronic,SUV / 4x4,Petrol,"2,700 cc","18,000 km"
https://ikman.lk/en/ad/toyota-passo-xl-pkg-limited-2024-for-sale-colombo-2,Toyota Passo XL-PKG LIMITED 2024,"Rs 8,495,000",Toyota,Passo,XL-PKG LIMITED,2024,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","32,000 km"
https://ikman.lk/en/ad/toyota-vellfire-hybrid-2012-for-sale-colombo,Toyota Vellfire Hybrid 2012,"Rs 23,500,000",Toyota,Vellfire,Hybrid,2012,Used,Automatic,MPV,Hybrid,"2,400 cc","123,000 km"
https://ikman.lk/en/ad/toyota-harrier-2014-for-sale-colombo-330,Toyota Harrier 2014,"Rs 19,900,000",Toyota,Harrier,,2014,Used,Automatic,SUV / 4x4,Hybrid,"2,490 cc","63,500 km"
https://ikman.lk/en/ad/toyota-vitz-2017-for-sale-colombo-1701,Toyota Vitz 2017,"Rs 9,600,000",Toyota,Vitz,,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","29,800 km"
https://ikman.lk/en/ad/toyota-aqua-2013-for-sale-colombo-6136,Toyota Aqua 2013,"Rs 7,750,000",Toyota,Aqua,,2013,Used,Automatic,,Hybrid,"1,500 cc","127,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-blind-spot-2026-for-sale-colombo-5,Toyota Raize Z HYBRID BLIND SPOT 2026,"Rs 14,750,000",Toyota,Raize,Z HYBRID BLIND SPOT,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-auto-parkin-2026-for-sale-colombo-4,Toyota Raize Z HYBRID AUTO PARKIN 2026,"Rs 14,950,000",Toyota,Raize,Z HYBRID AUTO PARKIN,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-cross-z-adventure-limited-2024-for-sale-colombo-11,Toyota Yaris Cross Z Adventure limited 2024,"Rs 16,495,000",Toyota,Yaris Cross,Z Adventure limited,2024,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,490 cc","23,000 km"
https://ikman.lk/en/ad/toyota-raize-g-1200cc-petrol-2024-for-sale-colombo-9,Toyota Raize G 1200cc Petrol 2024,"Rs 12,695,000",Toyota,Raize,G 1200cc Petrol,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,200 cc","19,000 km"
https://ikman.lk/en/ad/toyota-yaris-cross-gr-sport-limited-2024-for-sale-colombo-13,Toyota Yaris Cross GR Sport Limited 2024,"Rs 16,695,000",Toyota,Yaris Cross,GR Sport Limited,2024,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,490 cc","23,000 km"
https://ikman.lk/en/ad/toyota-camry-luxury-2007-for-sale-colombo-17,Toyota Camry Luxury 2007,"Rs 6,900,000",Toyota,Camry,Luxury,2007,Used,Automatic,Saloon,Petrol,"2,300 cc","167,000 km"
https://ikman.lk/en/ad/toyota-raize-g-ltd-2025-for-sale-colombo-1,Toyota Raize G LTD 2025,"Rs 12,100,000",Toyota,Raize,G LTD,2025,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,000 cc","20,000 km"
https://ikman.lk/en/ad/toyota-vitz-limited-edition-2016-for-sale-colombo-1,Toyota Vitz Limited Edition 2016,"Rs 7,900,000",Toyota,Vitz,Limited Edition,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","116,371 km"
https://ikman.lk/en/ad/toyota-taisor-highest-2026-for-sale-colombo,Toyota Taisor Highest 2026,"Rs 11,750,000",Toyota,Taisor,Highest,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-premio-g-superior-2019-for-sale-colombo-808,Toyota Premio G Superior 2019,"Rs 17,700,000",Toyota,Premio,G Superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc","79,000 km"
https://ikman.lk/en/ad/toyota-chr-no-2018-for-sale-colombo,Toyota CHR 2018,"Rs 15,000,000",Toyota,CHR,Toyota,2018,Used,Tiptronic,Saloon,Petrol,"1,190 cc","62,000 km"
https://ikman.lk/en/ad/toyota-raize-hybrid-z-2026-for-sale-colombo-9,Toyota Raize Hybrid Z 2026,"Rs 14,350,000",Toyota,Raize,Hybrid Z,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-first-edition-2024-for-sale-colombo-69,Toyota Land Cruiser Prado FIRST EDITION 2024,"Rs 61,000,000",Toyota,Land Cruiser Prado,FIRST EDITION,2024,Reconditioned,Tiptronic,SUV / 4x4,Petrol,"2,700 cc","5,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-1200-2025-for-sale-colombo,Toyota Raize Z Grade 1200 2025,"Rs 13,995,000",Toyota,Raize,Z Grade 1200,2025,Brand New,Automatic,SUV / 4x4,Petrol,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-corolla-g-grade-2001-for-sale-colombo-3,Toyota Corolla G Grade 2001,"Rs 5,300,000",Toyota,Corolla,G Grade,2001,Used,Automatic,Saloon,Petrol,"1,500 cc","260,000 km"
https://ikman.lk/en/ad/toyota-prius-2008-for-sale-colombo-1244,Toyota Prius 2008,"Rs 6,550,000",Toyota,Prius,,2008,Used,Automatic,Saloon,Hybrid,"1,500 cc","107,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-hybrid-2024-for-sale-colombo-79,Toyota Raize Z Grade Hybrid 2024,"Rs 13,975,000",Toyota,Raize,Z Grade Hybrid,2024,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",100 km
https://ikman.lk/en/ad/toyota-raize-z-grade-hybrid-2026-for-sale-colombo-42,Toyota Raize Z Grade Hybrid 2026,"Rs 14,895,000",Toyota,Raize,Z Grade Hybrid,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-v-highest-grade-2026-for-sale-colombo-22,Toyota Taisor V HIGHEST GRADE 2026,"Rs 11,990,000",Toyota,Taisor,V HIGHEST GRADE,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-cross-z-black-pccc-a1-2023-for-sale-colombo-2,Toyota Yaris Cross Z - Black PCCC- A1 2023,"Rs 16,000,000",Toyota,Yaris Cross,Z - Black PCCC- A1,2023,Import,Automatic,SUV / 4x4,Hybrid,"1,500 cc","45,000 km"
https://ikman.lk/en/ad/toyota-yaris-2008-for-sale-colombo-1450,Toyota Yaris 2008,"Rs 6,900,000",Toyota,Yaris,,2008,Used,Automatic,Saloon,Petrol,"1,298 cc","163,474 km"
https://ikman.lk/en/ad/toyota-yaris-2008-for-sale-colombo-1449,Toyota Yaris 2008,"Rs 6,690,000",Toyota,Yaris,,2008,Used,Automatic,Saloon,Petrol,"1,298 cc","160,879 km"
https://ikman.lk/en/ad/toyota-141-2002-for-sale-colombo,Toyota 141 2002,"Rs 6,675,000",Toyota,Other Model,141,2002,Used,Automatic,Saloon,Petrol,"1,596 cc","158,694 km"
https://ikman.lk/en/ad/toyota-roomy-custom-gt-turbo-2025-for-sale-colombo-95,Toyota Roomy Custom GT Turbo 2025,"Rs 11,200,000",Toyota,Roomy,Custom GT Turbo,2025,Brand New,Automatic,MPV,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-chr-ngx50-2017-for-sale-colombo-107,Toyota CHR NGX50 2017,"Rs 13,000,000",Toyota,CHR,NGX50,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","72,000 km"
https://ikman.lk/en/ad/toyota-raize-2023-for-sale-colombo-66,Toyota Raize 2023,"Rs 13,590,000",Toyota,Raize,,2023,Used,Automatic,SUV / 4x4,Petrol,"1,196 cc","36,320 km"
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-111,Toyota Taisor V Grade 2026,"Rs 12,065,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-corolla-lx-2008-for-sale-colombo-3,Toyota Corolla LX 2008,"Rs 6,600,000",Toyota,Corolla,LX,2008,Reconditioned,Automatic,Saloon,Petrol,"1,600 cc","71,000 km"
https://ikman.lk/en/ad/toyota-pixis-epoch-g-turbo-2025-for-sale-colombo,Toyota Pixis Epoch G TURBO 2025,"Rs 7,695,000",Toyota,Pixis,Epoch G TURBO,2025,Reconditioned,Automatic,Hatchback,Petrol,660 cc,"12,000 km"
