URL,Title,Price,Brand,Model,Trim / Edition,Year of Manufacture,Condition,Transmission,Body type,Fuel type,Engine capacity,Mileage
https://ikman.lk/en/ad/toyota-vitz-2008-for-sale-colombo-2494,Toyota Vitz 2008,"Rs 5,550,000",Toyota,Vitz,2008,2008,Used,Automatic,Hatchback,Petrol,990 cc,"170,000 km"
https://ikman.lk/en/ad/toyota-allion-2016-for-sale-colombo-255,Toyota Allion 2016,"Rs 14,900,000",Toyota,Allion,,2016,Used,Automatic,Saloon,Petrol,"1,600 cc","140,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-2025-for-sale-colombo-179,Toyota Raize Z Hybrid 2025,"Rs 14,250,000",Toyota,Raize,Z Hybrid,2025,Reconditioned,Automatic,Saloon,Hybrid,"1,200 cc","5,000 km"
https://ikman.lk/en/ad/toyota-harrier-elegance-2017-for-sale-colombo-83,Toyota Harrier Elegance 2017,"Rs 17,800,000",Toyota,Harrier,Elegance,2017,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc","164,000 km"
https://ikman.lk/en/ad/toyota-passo-kgc10-2007-for-sale-colombo-2,Toyota Passo KGC10 2007,"Rs 5,290,000",Toyota,Passo,KGC10,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc","92,500 km"
https://ikman.lk/en/ad/toyota-hilux-revo-2017-for-sale-colombo-147,Toyota Hilux Revo 2017,"Rs 13,500,000",Toyota,Hilux,Revo,2017,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","83,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-sahara-v8-202-bruno-cross-2015-for-sale-colombo-26,Toyota Land Cruiser Sahara V8 202 BRUNO CROSS 2015,"Rs 49,500,000",Toyota,Land Cruiser Sahara,V8 202 BRUNO CROSS,2015,Used,Tiptronic,SUV / 4x4,Petrol,"4,500 cc","70,000 km"
https://ikman.lk/en/ad/toyota-hilux-travo-overland-28l-2026-for-sale-colombo-54,Toyota Hilux Travo Overland+ 2.8L 2026,"Rs 31,000,000",Toyota,Hilux,Travo Overland+ 2.8L,2026,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-x-limited-2023-for-sale-colombo-60,Toyota Yaris X Limited 2023,"Rs 8,950,000",Toyota,Yaris,X Limited,2023,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","98,000 km"
https://ikman.lk/en/ad/toyota-hilux-overland-plus-2026-for-sale-colombo-8,Toyota Hilux Overland Plus 2026,"Rs 31,500,000",Toyota,Hilux,Overland Plus,2026,Brand New,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",0 km
https://ikman.lk/en/ad/toyota-passo-xl-2023-for-sale-colombo-18,Toyota Passo Xl 2023,"Rs 8,550,000",Toyota,Passo,Xl,2023,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","12,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-highest-spec-2024-for-sale-colombo,Toyota Raize Z Grade Highest spec 2024,"Rs 13,250,000",Toyota,Raize,Z Grade Highest spec,2024,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-highest-2025-for-sale-colombo-6,Toyota Raize Z Hybrid Highest 2025,"Rs 14,450,000",Toyota,Raize,Z Hybrid Highest,2025,Brand New,Automatic,Hatchback,Petrol,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-x-limited-2023-for-sale-colombo-58,Toyota Yaris x limited 2023,"Rs 8,975,000",Toyota,Yaris,x limited,2023,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","72,000 km"
https://ikman.lk/en/ad/toyota-wigo-2017-for-sale-colombo-235,Toyota Wigo 2017,"Rs 6,000,000",Toyota,Wigo,,2017,Used,Automatic,Hatchback,Petrol,998 cc,"91,000 km"
https://ikman.lk/en/ad/toyota-corolla-x-grade-2023-for-sale-colombo-3,Toyota Corolla X Grade 2023,"Rs 16,000,000",Toyota,Corolla,X Grade,2023,Reconditioned,Tiptronic,Saloon,Petrol,"1,500 cc","8,200 km"
https://ikman.lk/en/ad/toyota-raize-g-grade-2025-for-sale-colombo-23,Toyota Raize G Grade 2025,"Rs 12,500,000",Toyota,Raize,G Grade,2025,Reconditioned,Tiptronic,SUV / 4x4,Petrol,"1,000 cc","18,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-tx-limited-2023-for-sale-colombo-37,Toyota Land Cruiser Prado TX Limited 2023,"Rs 54,200,000",Toyota,Land Cruiser Prado,TX Limited,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,"2,700 cc","13,000 km"
https://ikman.lk/en/ad/toyota-vitz-f-safety-edition-2017-for-sale-colombo,Toyota Vitz F Safety Edition 2017,"Rs 7,900,000",Toyota,Vitz,F Safety Edition,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","95,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-bsm-4way-2026-for-sale-colombo,Toyota Raize Z Hybrid BSM 4WAY 2026,"Rs 14,600,000",Toyota,Raize,Z Hybrid BSM 4WAY,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-hilux-trevo-2025-for-sale-colombo,Toyota Hilux Trevo 2025,"Rs 28,000,000",Toyota,Hilux,Trevo,2025,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-ativ-gr-sport-hybrid-2025-for-sale-colombo-38,Toyota Yaris Ativ GR sport hybrid 2025,"Rs 18,550,000",Toyota,Yaris,Ativ GR sport hybrid,2025,Brand New,Automatic,Saloon,Hybrid,"1,500 cc",0 km
https://ikman.lk/en/ad/toyota-corolla-wxb-limited-edition-2025-for-sale-colombo-3,Toyota Corolla WXB LIMITED EDITION 2025,"Rs 19,250,000",Toyota,Corolla,WXB LIMITED EDITION,2025,Brand New,Automatic,Saloon,Petrol,"1,500 cc",0 km
https://ikman.lk/en/ad/toyota-chr-ngx-50-2017-for-sale-colombo-92,Toyota CHR NGX 50 2017,"Rs 12,250,000",Toyota,CHR,CHR NGX 50,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","102,400 km"
https://ikman.lk/en/ad/toyota-yaris-x-limited-grade-2024-for-sale-colombo,Toyota Yaris X Limited Grade 2024,"Rs 10,650,000",Toyota,Yaris,X Limited Grade,2024,Brand New,Automatic,Hatchback,Petrol,"1,000 cc","5,000 km"
https://ikman.lk/en/ad/toyota-taisor-v-grade-2024-for-sale-colombo-30,Toyota Taisor V Grade 2024,"Rs 11,500,000",Toyota,Taisor,V Grade,2024,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-grmn-1-of-only-500-2023-for-sale-colombo-1,Toyota Yaris GRMN - 1 of ONLY 500 2023,"Rs 45,000,000",Toyota,Yaris,GRMN - 1 of ONLY 500,2023,Brand New,Manual,Hatchback,Petrol,"1,600 cc","12,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-modelista-2025-for-sale-colombo-7,Toyota Raize Z Grade Modelista 2025,"Rs 15,000,000",Toyota,Raize,Z Grade Modelista,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-aqua-urban-2015-for-sale-colombo-150,Toyota Aqua 2015,"Rs 8,500,000",Toyota,Aqua,Toyota,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","198,000 km"
https://ikman.lk/en/ad/toyota-raize-g-grade-2025-for-sale-colombo-22,Toyota Raize G Grade 2025,"Rs 12,495,000",Toyota,Raize,G Grade,2025,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-4way-2025-for-sale-colombo-27,Toyota Raize Z HYBRID 4WAY 2025,"Rs 14,350,000",Toyota,Raize,Z HYBRID 4WAY,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",25 km
https://ikman.lk/en/ad/toyota-yaris-g-grade-facelift-2024-for-sale-colombo,Toyota Yaris G Grade Facelift 2024,"Rs 10,950,000",Toyota,Yaris,G Grade Facelift,2024,Brand New,Automatic,Hatchback,Petrol,"1,000 cc","10,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-hybrid-2026-for-sale-colombo-45,"Toyota Raize Z Grade Hybrid, 2026","Rs 14,750,000",Toyota,Raize,"Z Grade Hybrid,",2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",55 km
https://ikman.lk/en/ad/toyota-raize-z-autopark-bodykit-2025-for-sale-colombo,Toyota Raize Z Autopark bodykit 2025,"Rs 14,875,000",Toyota,Raize,Z Autopark bodykit,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",47 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-bodykit-2026-for-sale-colombo,Toyota Raize Z Hybrid Bodykit 2026,"Rs 14,850,000",Toyota,Raize,Z  Hybrid Bodykit,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",13 km
https://ikman.lk/en/ad/toyota-yaris-x-grade-4-way-camera-2026-for-sale-colombo,Toyota Yaris X Grade 4 way Camera 2026,"Rs 11,350,000",Toyota,Yaris,X Grade 4 way Camera,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-cross-loaded-kitted-2026-for-sale-colombo,Toyota Yaris CROSS LOADED KITTED 2026,"Rs 18,000,000",Toyota,Yaris,CROSS LOADED KITTED,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-cross-factory-kitted-2026-for-sale-colombo,Toyota Yaris CROSS FACTORY KITTED 2026,"Rs 17,985,000",Toyota,Yaris,CROSS FACTORY KITTED,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km
https://ikman.lk/en/ad/toyota-premio-g-superior-2014-for-sale-colombo-1057,Toyota Premio G superior 2014,"Rs 12,500,000",Toyota,Premio,G superior,2014,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","121,667 km"
https://ikman.lk/en/ad/toyota-hilux-travo-overland-plus-2025-for-sale-colombo-193,Toyota Hilux Travo Overland Plus 2025,"Rs 28,750,000",Toyota,Hilux,Travo Overland Plus,2025,Used,Tiptronic,SUV / 4x4,Diesel,"2,800 cc",800 km
https://ikman.lk/en/ad/toyota-raize-z-12-petrol-2024-for-sale-colombo-1,Toyota Raize Z 1.2 petrol 2024,"Rs 12,950,000",Toyota,Raize,Z 1.2 petrol,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,200 cc","5,500 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-cbd-2018-for-sale-colombo,Toyota Land Cruiser Prado CBD 2018,"Rs 42,500,000",Toyota,Land Cruiser Prado,CBD,2018,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,800 cc","110,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-12l-loaded-2025-for-sale-colombo,Toyota Raize Z HYBRID 1.2L LOADED 2025,"Rs 14,650,000",Toyota,Raize,Z HYBRID 1.2L LOADED,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-grade-2026-for-sale-colombo-12,Toyota Raize Z Grade 2026,"Rs 14,650,000",Toyota,Raize,Z Grade,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-grade-petrol-4wd-2025-for-sale-colombo-2,Toyota Raize Z GRADE PETROL 4WD 2025,"Rs 13,190,000",Toyota,Raize,Z GRADE PETROL 4WD,2025,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-2026-for-sale-colombo-25,Toyota Raize Z Hybrid 2026,"Rs 14,650,000",Toyota,Raize,Z Hybrid,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-vios-2010-for-sale-colombo-30,Toyota Vios 2010,"Rs 5,975,000",Toyota,Vios,2010,2010,Used,Automatic,Saloon,Petrol,"1,500 cc","98,000 km"
https://ikman.lk/en/ad/toyota-vios-kl-new-face-2010-for-sale-colombo,Toyota Vios KL New face 2010,"Rs 5,790,000",Toyota,Vios,KL New face,2010,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","165,000 km"
https://ikman.lk/en/ad/toyota-aqua-s-grade-2015-for-sale-colombo-557,Toyota Aqua S GRADE 2015,"Rs 8,590,000",Toyota,Aqua,S GRADE,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","152,500 km"
https://ikman.lk/en/ad/toyota-roomy-custom-g-4way-2024-for-sale-colombo,Toyota Roomy Custom G 4Way 2024,"Rs 10,650,000",Toyota,Roomy,Custom G 4Way,2024,Reconditioned,Automatic,Station wagon,Petrol,"1,000 cc","4,000 km"
https://ikman.lk/en/ad/toyota-passo-x-limited-pkg-2024-for-sale-colombo,Toyota Passo X Limited PKG 2024,"Rs 8,495,000",Toyota,Passo,X Limited PKG,2024,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","15,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-txl-2018-for-sale-colombo-1,Toyota Land Cruiser Prado TXL 2018,"Rs 51,000,000",Toyota,Land Cruiser Prado,TXL,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","16,000 km"
https://ikman.lk/en/ad/toyota-vitz-2018-2016-for-sale-colombo,Toyota Vitz 2018 2016,"Rs 6,975,000",Toyota,Vitz,2018,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","150,000 km"
https://ikman.lk/en/ad/toyota-corolla-ae110-1997-for-sale-colombo-110,Toyota Corolla AE110 1997,"Rs 4,395,000",Toyota,Corolla,AE110,1997,Used,Automatic,,Petrol,"1,490 cc","170,043 km"
https://ikman.lk/en/ad/toyota-prius-2011-for-sale-colombo-2297,Toyota Prius 2011,"Rs 9,575,000",Toyota,Prius,,2011,Used,Automatic,,Hybrid,"1,790 cc","133,034 km"
https://ikman.lk/en/ad/toyota-vitz-2018-for-sale-colombo-1364,Toyota Vitz 2018,"Rs 8,250,000",Toyota,Vitz,,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","112,050 km"
https://ikman.lk/en/ad/toyota-vitz-scp90-2007-for-sale-colombo-5,Toyota Vitz SCP90 2007,"Rs 5,625,000",Toyota,Vitz,SCP90,2007,Used,Automatic,Hatchback,Petrol,"1,300 cc","195,300 km"
https://ikman.lk/en/ad/toyota-vios-new-face-2007-for-sale-colombo-1,Toyota Vios New Face 2007,"Rs 5,775,000",Toyota,Vios,New Face,2007,Used,Automatic,Saloon,Petrol,"1,500 cc","135,000 km"
https://ikman.lk/en/ad/toyota-carina-kr-newshell-2011-for-sale-colombo,Toyota Carina KR -Newshell 2011,"Rs 4,690,000",Toyota,Carina,KR -Newshell,2011,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","185,000 km"
https://ikman.lk/en/ad/toyota-hilux-4x4-manual-2017-for-sale-colombo-7,Toyota Hilux 4x4 Manual 2017,"Rs 17,300,000",Toyota,Hilux,4x4 Manual,2017,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","141,000 km"
https://ikman.lk/en/ad/toyota-carina-ks-212-my-road-2012-for-sale-colombo,Toyota Carina KS- 212 my road 2012,"Rs 4,590,000",Toyota,Carina,KS- 212 my road,2012,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","193,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-2025-for-sale-colombo-294,Toyota Raize Z Grade 2025,"Rs 12,500,000",Toyota,Raize,Z Grade,2025,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","4,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-vx-diesel-f-loaded-2017-for-sale-colombo-1,Toyota Land Cruiser Prado VX Diesel F/ loaded 2017,"Rs 53,500,000",Toyota,Land Cruiser Prado,VX Diesel F/ loaded,2017,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","132,000 km"
https://ikman.lk/en/ad/toyota-raize-2025-for-sale-colombo-139,Toyota Raize 2025,"Rs 14,500,000",Toyota,Raize,,2025,Brand New,Automatic,,Hybrid,"1,200 cc",320 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-first-edition-2024-for-sale-colombo-101,Toyota Land Cruiser Prado 250 First Edition 2024,"Rs 54,700,000",Toyota,Land Cruiser Prado,250 First Edition,2024,Used,Tiptronic,SUV / 4x4,Petrol,"2,700 cc","20,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-txl-2023-for-sale-colombo-37,Toyota Land Cruiser Prado Txl 2023,"Rs 52,700,000",Toyota,Land Cruiser Prado,Txl,2023,Used,Tiptronic,SUV / 4x4,Petrol,"2,700 cc","3,500 km"
https://ikman.lk/en/ad/toyota-vitz-1300cc-2007-for-sale-colombo-54,Toyota Vitz 1300CC 2007,"Rs 5,990,000",Toyota,Vitz,1300CC,2007,Used,Automatic,Hatchback,Petrol,"1,300 cc","30,000 km"
https://ikman.lk/en/ad/toyota-hilux-champ-attractive-pac-2024-for-sale-colombo-11,Toyota Hilux Champ Attractive Pac 2024,"Rs 13,550,000",Toyota,Hilux,Champ Attractive Pac,2024,Brand New,Automatic,,Diesel,"2,400 cc",0 km
https://ikman.lk/en/ad/toyota-hilux-revo-28-4x4-2025-for-sale-colombo,Toyota Hilux Revo 2.8 4x4 2025,"Rs 25,650,000",Toyota,Hilux,Revo 2.8 4x4,2025,Brand New,Automatic,SUV / 4x4,Diesel,"2,800 cc",0 km
https://ikman.lk/en/ad/toyota-land-cruiser-v8-zx-202-2010-for-sale-colombo,Toyota Land Cruiser V8 ZX 202 2010,"Rs 39,500,000",Toyota,Land Cruiser,V8 ZX 202,2010,Used,Automatic,SUV / 4x4,Petrol,"4,600 cc","170,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-120-tx-2008-for-sale-colombo-21,Toyota Land Cruiser Prado 120 Tx 2008,"Rs 15,950,000",Toyota,Land Cruiser Prado,120 Tx,2008,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,700 cc","223,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-trj-250-vx-2025-for-sale-colombo-6,Toyota Land Cruiser Prado TRJ 250 VX 2025,"Rs 58,000,000",Toyota,Land Cruiser Prado,TRJ 250 VX,2025,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,700 cc","1,600 km"
https://ikman.lk/en/ad/toyota-belta-s-grade-2010-for-sale-colombo,Toyota Belta S GRADE 2010,"Rs 6,750,000",Toyota,Belta,S GRADE,2010,Used,Automatic,Saloon,Petrol,"1,000 cc","123,000 km"
https://ikman.lk/en/ad/toyota-chr-ngx-50-2018-for-sale-colombo-15,Toyota CHR NGX 50 2018,"Rs 13,200,000",Toyota,CHR,NGX 50 2018,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","110,000 km"
https://ikman.lk/en/ad/toyota-axio-2017-for-sale-colombo-369,Toyota Axio 2017,"Rs 11,250,000",Toyota,Axio,,2017,Used,Automatic,,Hybrid,"1,500 cc","98,200 km"
https://ikman.lk/en/ad/toyota-premio-g-superior-2008-for-sale-colombo-42,Toyota Premio G Superior 2008,"Rs 8,525,000",Toyota,Premio,G Superior,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","170,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hybrid-2026-for-sale-colombo-24,Toyota Raize Z Hybrid 2026,"Rs 14,500,000",Toyota,Raize,Z  Hybrid,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-safty-push-start-2023-for-sale-colombo-10,Toyota Yaris Safty push start 2023,"Rs 9,375,000",Toyota,Yaris,Safty push start,2023,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","63,000 km"
https://ikman.lk/en/ad/toyota-raize-2-hybrid-z-bsm-2026-for-sale-colombo,Toyota Raize 2 Hybrid Z BSM 2026,"Rs 14,900,000",Toyota,Raize,2 Hybrid Z BSM,2026,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-g-grade-led-bsm-2025-for-sale-colombo,Toyota Yaris G Grade LED BSM 2025,"Rs 11,850,000",Toyota,Yaris,G Grade LED BSM,2025,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-cross-z-grade-2024-for-sale-colombo-35,Toyota Yaris Cross Z Grade 2024,"Rs 17,750,000",Toyota,Yaris Cross,Z Grade,2024,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","28,000 km"
https://ikman.lk/en/ad/toyota-land-cruiser-prado-250-bodykit-2025-for-sale-colombo,Toyota Land Cruiser Prado 250 🇯🇵Bodykit 2025,"Rs 61,200,000",Toyota,Land Cruiser Prado,250 🇯🇵Bodykit 2025,2025,Brand New,Automatic,SUV / 4x4,Petrol,"2,700 cc",175 km
https://ikman.lk/en/ad/toyota-harrier-z-leather-package-2025-for-sale-colombo-23,Toyota Harrier Z Leather Package 2025,"Rs 42,500,000",Toyota,Harrier,Z Leather Package,2025,Brand New,Automatic,SUV / 4x4,Petrol,"2,000 cc","1,000 km"
https://ikman.lk/en/ad/toyota-raize-z-4way-apple-bsm-2025-for-sale-colombo-12,Toyota Raize Z 4Way Apple BSM 2025,"Rs 13,450,000",Toyota,Raize,Z 4Way Apple BSM,2025,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-modellista-b-kit-2025-for-sale-colombo-11,Toyota Raize Z MODELLISTA B/Kit 2025,"Rs 13,850,000",Toyota,Raize,Z MODELLISTA B/Kit,2025,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-4-way-apple-2024-for-sale-colombo-8,Toyota Raize Z Hybrid 4 Way Apple 2024,"Rs 13,850,000",Toyota,Raize,Z Hybrid 4 Way Apple,2024,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-4-way-bsm-2025-for-sale-colombo-12,Toyota Raize Z Hybrid 4 Way BSM 2025,"Rs 14,550,000",Toyota,Raize,Z Hybrid 4 Way BSM,2025,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-raize-z-hybrid-4-way-bsm-2025-for-sale-colombo-11,Toyota Raize Z Hybrid 4 Way BSM 2025,"Rs 14,575,000",Toyota,Raize,Z Hybrid 4 Way BSM,2025,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-premio-g-superior-cbi-2019-for-sale-colombo,Toyota Premio G SUPERIOR CBI 2019,"Rs 16,850,000",Toyota,Premio,G SUPERIOR CBI,2019,Used,Automatic,Saloon,Petrol,"1,500 cc","83,000 km"
https://ikman.lk/en/ad/toyota-raize-z-hy-auto-park-bsm-2026-for-sale-colombo-1,Toyota Raize Z Hy Auto park BSM 2026,"Rs 14,775,000",Toyota,Raize,Z Hy Auto park BSM,2026,Brand New,Automatic,Hatchback,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-land-cruiser-prado-2024-for-sale-colombo-50,Toyota Land Cruiser Prado 2024,"Rs 57,900,000",Toyota,Land Cruiser Prado,Toyota,2024,Brand New,Automatic,SUV / 4x4,Petrol,"2,700 cc",0 km
https://ikman.lk/en/ad/toyota-axio-2016-for-sale-colombo-832,Toyota Axio 2016,"Rs 11,225,000",Toyota,Axio,,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","219,000 km"
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-126,Toyota Taisor V Grade 2026,"Rs 11,990,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-125,Toyota Taisor V Grade 2026,"Rs 11,990,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,Hatchback,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-allion-260-2012-for-sale-colombo-73,Toyota Allion 260 2012,"Rs 9,550,000",Toyota,Allion,Allion 260,2012,Reconditioned,Automatic,Saloon,Petrol,"1,500 cc","77,000 km"
https://ikman.lk/en/ad/toyota-alphard-exucutive-lounge-2014-for-sale-colombo,Toyota Alphard Exucutive Lounge 2014,"Rs 24,500,000",Toyota,Alphard,Exucutive Lounge,2014,Used,Automatic,MPV,Hybrid,"2,400 cc","104,000 km"
https://ikman.lk/en/ad/toyota-raize-black-top-fourway-2026-for-sale-colombo,Toyota Raize Black Top Fourway 2026,"Rs 14,575,000",Toyota,Raize,Black Top Fourway,2026,Brand New,Automatic,Saloon,Hybrid,"1,200 cc",6 km
https://ikman.lk/en/ad/toyota-belta-ksp92-ki-2010-2007-for-sale-colombo,Toyota Belta KSP92 KI-2010/ 2007,"Rs 5,690,000",Toyota,Belta,KSP92 KI-2010/,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc","190,000 km"
https://ikman.lk/en/ad/toyota-taisor-v-grade-2026-for-sale-colombo-123,Toyota Taisor V Grade 2026,"Rs 12,065,000",Toyota,Taisor,V Grade,2026,Brand New,Automatic,SUV / 4x4,Petrol,"1,000 cc",0 km
https://ikman.lk/en/ad/toyota-mark-x-grade-2011-for-sale-colombo,Toyota Mark X Grade 2011,"Rs 8,275,000",Toyota,Mark,X Grade,2011,Used,Automatic,Saloon,Petrol,"2,490 cc","165,000 km"
https://ikman.lk/en/ad/toyota-raize-z-grade-hybrid-2026-for-sale-colombo-44,Toyota Raize Z Grade Hybrid 2026,"Rs 14,895,000",Toyota,Raize,Z Grade Hybrid,2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-yaris-cross-hybrid-fully-lorded-2025-for-sale-colombo,Toyota Yaris Cross Hybrid Fully Lorded 2025,"Rs 21,695,000",Toyota,Yaris Cross,Hybrid Fully Lorded,2025,Brand New,Automatic,SUV / 4x4,Hybrid,"1,500 cc",0 km
https://ikman.lk/en/ad/toyota-axio-2008-for-sale-colombo-1421,Toyota Axio 2008,"Rs 7,600,000",Toyota,Axio,,2008,Used,Automatic,,Petrol,"1,490 cc","100,500 km"
https://ikman.lk/en/ad/toyota-rav4-g-grade-2013-for-sale-colombo-5,Toyota RAV4 G Grade 2013,"Rs 9,975,000",Toyota,RAV4,G Grade,2013,Used,Automatic,SUV / 4x4,Petrol,"2,360 cc","153,000 km"
https://ikman.lk/en/ad/toyota-yaris-push-start-08-airbag-2023-for-sale-colombo,Toyota Yaris Push Start 08 Airbag 2023,"Rs 9,500,000",Toyota,Yaris,Push Start 08 Airbag,2023,Brand New,Automatic,Hatchback,Petrol,"1,000 cc","34,000 km"
https://ikman.lk/en/ad/toyota-raize-4way-bsm-body-kit-2026-for-sale-colombo-1,"Toyota Raize 4WAY, BSM, Body Kit 2026","Rs 14,950,000",Toyota,Raize,"4WAY, BSM, Body Kit",2026,Brand New,Automatic,SUV / 4x4,Hybrid,"1,200 cc",0 km
https://ikman.lk/en/ad/toyota-premio-2018-for-sale-colombo-466,Toyota Premio 2018,"Rs 18,500,000",Toyota,Premio,,2018,Used,Automatic,,Petrol,"1,500 cc","65,000 km"
