Price,Make,Model,Year,Mileage,Transmission,Fuel type,Engine capacity,Condition,vehicle_age
11800000,Toyota,Taisor,2026,0.0,Automatic,Petrol,1000.0,Brand New,0
11650000,Toyota,Taisor,2026,0.0,Automatic,Petrol,1000.0,Brand New,0
11950000,Toyota,Taisor,2026,107000.0,Automatic,Petrol,1000.0,Brand New,0
14500000,Toyota,Premio,2017,140000.0,Automatic,Petrol,1500.0,Reconditioned,9
16000000,Toyota,Fortuner,2013,0.0,Automatic,Diesel,3000.0,Used,13
12065000,Toyota,Taisor,2026,400.0,Automatic,Petrol,1000.0,Brand New,0
17200000,Toyota,Yaris,2024,0.0,Automatic,Hybrid,1500.0,Brand New,2
11390000,Toyota,Roomy,2025,0.0,Automatic,Petrol,1000.0,Brand New,1
14390000,Toyota,Raize,2025,98000.0,Automatic,Petrol,1200.0,Brand New,1
7225000,Toyota,Vitz,2016,0.0,Automatic,Petrol,1000.0,Used,10
45000000,Toyota,RAV4,2026,3800.0,Automatic,Petrol,2487.0,Import,0
16750000,Toyota,Yaris Cross,2024,10000.0,Automatic,Petrol,1500.0,Reconditioned,2
9350000,Toyota,Yaris,2023,18000.0,Automatic,Petrol,1000.0,Reconditioned,3
8750000,Toyota,Roomy,2023,600.0,Automatic,Petrol,1000.0,Reconditioned,3
13495000,Toyota,Raize,2025,0.0,Tiptronic,Hybrid,1200.0,Brand New,1
11490000,Toyota,Taisor,2025,3000.0,Automatic,Petrol,1000.0,Brand New,1
9890000,Toyota,Yaris,2023,33000.0,Automatic,Petrol,1000.0,Reconditioned,3
8890000,Toyota,Roomy,2024,17000.0,Automatic,Petrol,1000.0,Reconditioned,2
10390000,Toyota,Roomy,2023,25000.0,Automatic,Petrol,1000.0,Reconditioned,3
9600000,Toyota,Aqua,2014,5000.0,Automatic,Hybrid,1500.0,Used,12
55000000,Toyota,Land Cruiser,2024,15000.0,Automatic,Petrol,2693.0,Reconditioned,2
9200000,Toyota,Roomy,2024,0.0,Automatic,Petrol,1000.0,Import,2
11950000,Toyota,Taisor,2026,0.0,Automatic,Petrol,1000.0,Brand New,0
69500000,Toyota,Alphard,2025,10.0,Automatic,Petrol,2400.0,Brand New,1
16500000,Toyota,Aqua,2026,5000.0,Automatic,Hybrid,1500.0,Import,0
16300000,Toyota,Corolla,2024,7000.0,Automatic,Petrol,1500.0,Import,2
14000000,Toyota,Aqua,2024,93000.0,Automatic,Hybrid,1500.0,Import,2
13000000,Toyota,RAV4,2015,0.0,Automatic,Petrol,2400.0,Used,11
14150000,Toyota,Raize,2026,219000.0,Automatic,Hybrid,1200.0,Brand New,0
17500000,Toyota,Crown,2008,191000.0,Automatic,Hybrid,3500.0,Used,18
12000000,Toyota,Avensis,2013,11000.0,Automatic,Diesel,2200.0,Reconditioned,13
53500000,Toyota,Land Cruiser Prado,2023,0.0,Automatic,Petrol,2700.0,Reconditioned,3
31650000,Toyota,Voxy,2025,213000.0,Automatic,Petrol,1800.0,Brand New,1
6500000,Toyota,Prius,2008,280000.0,Automatic,Hybrid,1500.0,Used,18
18800000,Toyota,Harrier,2014,75000.0,Automatic,Hybrid,2490.0,Used,12
8500000,Toyota,Vitz,2019,0.0,Automatic,Petrol,1000.0,Used,7
14200000,Toyota,Raize,2026,0.0,Automatic,Petrol,1200.0,Brand New,0
14250000,Toyota,Raize,2026,12000.0,Automatic,Hybrid,1200.0,Brand New,0
34900000,Toyota,Harrier,2025,0.0,Automatic,Petrol,2000.0,Reconditioned,1
92000000,Toyota,Land Cruiser Sahara,2026,250.0,Automatic,Petrol,3500.0,Import,0
12200000,Toyota,Yaris,2025,0.0,Automatic,Petrol,1000.0,Brand New,1
14000000,Toyota,Raize,2026,11500.0,Automatic,Hybrid,1200.0,Brand New,0
14900000,Toyota,Raize,2024,30.0,Automatic,Hybrid,1200.0,Reconditioned,2
14800000,Toyota,Raize,2025,0.0,Automatic,Hybrid,1200.0,Brand New,1
10950000,Toyota,Taisor,2026,5.0,Automatic,Petrol,1000.0,Brand New,0
9850000,Toyota,Yaris,2025,0.0,Automatic,Petrol,1000.0,Reconditioned,1
14290000,Toyota,Raize,2025,0.0,Automatic,Hybrid,1200.0,Brand New,1
18200000,Toyota,Yaris Cross,2026,130000.0,Automatic,Hybrid,1500.0,Brand New,0
9500000,Toyota,Harrier,2007,70000.0,Automatic,Petrol,2400.0,Used,19
11950000,Toyota,Raize,2023,0.0,Automatic,Petrol,1000.0,Used,3
30590000,Toyota,Hilux,2026,50400.0,Automatic,Diesel,2800.0,Brand New,0
48000000,Toyota,Alphard,2019,9000.0,Automatic,Petrol,2490.0,Used,7
10375000,Toyota,Yaris,2023,204000.0,Automatic,Petrol,990.0,Reconditioned,3
5800000,Toyota,Corolla,2001,150000.0,Automatic,Petrol,1500.0,Used,25
7450000,Toyota,Aqua,2013,72758.0,Automatic,Petrol,1500.0,Used,13
7895000,Toyota,Vitz,2017,73221.0,Automatic,Petrol,990.0,Used,9
7395000,Toyota,Vitz,2015,140000.0,Automatic,Petrol,990.0,Used,11
9000000,Toyota,Premio,2010,0.0,Automatic,Petrol,1500.0,Used,16
14100000,Toyota,Raize,2026,23500.0,Automatic,Petrol,1200.0,Brand New,0
9650000,Toyota,Yaris,2023,0.0,Automatic,Petrol,1000.0,Used,3
11990000,Toyota,Taisor,2026,39871.0,Automatic,Petrol,1000.0,Brand New,0
7990000,Toyota,Aqua,2012,85010.0,Automatic,Petrol,1490.0,Used,14
7890000,Toyota,Vitz,2016,0.0,Automatic,Petrol,990.0,Used,10
54000000,Toyota,Vellfire,2024,294000.0,Automatic,Hybrid,2500.0,Brand New,2
2000000,Toyota,Starlet,1990,107600.0,Manual,Petrol,1200.0,Used,36
11065000,Toyota,Premio,2013,0.0,Automatic,Petrol,1500.0,Used,13
14400000,Toyota,Raize,2025,0.0,Automatic,Hybrid,1200.0,Brand New,1
16975000,Toyota,Yaris,2025,5000.0,Automatic,Petrol,1200.0,Brand New,1
9975000,Toyota,Yaris,2024,61000.0,Automatic,Petrol,990.0,Reconditioned,2
21500000,Toyota,Hilux,2020,600.0,Automatic,Diesel,2700.0,Used,6
56900000,Toyota,Land Cruiser Prado,2024,0.0,Automatic,Petrol,2700.0,Brand New,2
65000000,Toyota,Alphard,2025,0.0,Automatic,Hybrid,2500.0,Brand New,1
27000000,Toyota,Other Model,2025,0.0,Automatic,Diesel,2800.0,Brand New,1
87500000,Toyota,Land Cruiser Sahara,2026,22000.0,Automatic,Petrol,3500.0,Import,0
8550000,Toyota,Yaris,2020,250000.0,Automatic,Petrol,1000.0,Used,6
2990000,Toyota,Corolla,1996,102734.0,Manual,Diesel,2000.0,Used,30
14950000,Toyota,CHR,2017,200000.0,Automatic,Petrol,1200.0,Used,9
6270000,Toyota,Belta,2007,196000.0,Automatic,Petrol,1000.0,Used,19
11550000,Toyota,Vanguard,2013,159400.0,Automatic,Petrol,2360.0,Used,13
9750000,Toyota,Premio,2010,15724.0,Automatic,Petrol,1490.0,Used,16
13390000,Toyota,Raize,2025,3032.0,Automatic,Petrol,1000.0,Reconditioned,1
14590000,Toyota,Raize,2026,10000.0,Automatic,Hybrid,1200.0,Reconditioned,0
14290000,Toyota,Raize,2025,42960.0,Automatic,Hybrid,1200.0,Reconditioned,1
36500000,Toyota,Harrier,2019,120.0,Automatic,Petrol,2000.0,Used,7
11100000,Toyota,Taisor,2024,177000.0,Automatic,Petrol,1000.0,Brand New,2
17550000,Toyota,Harrier,2014,10.0,Automatic,Hybrid,2490.0,Used,12
11650000,Toyota,Taisor,2025,35000.0,Automatic,Petrol,1000.0,Brand New,1
8690000,Toyota,Aqua,2014,147000.0,Automatic,Hybrid,1500.0,Used,12
3150000,Toyota,Starlet,1995,0.0,Manual,Petrol,1300.0,Used,31
42000000,Toyota,RAV4,2026,0.0,Automatic,Hybrid,2500.0,Import,0
14200000,Toyota,Aqua,2026,75600.0,Automatic,Hybrid,1500.0,Import,0
9600000,Toyota,Aqua,2016,260000.0,Automatic,Hybrid,1500.0,Used,10
9850000,Toyota,Prius,2010,0.0,Automatic,Hybrid,1800.0,Used,16
92000000,Toyota,Land Cruiser Sahara,2026,119000.0,Automatic,Petrol,3500.0,Import,0
10800000,Toyota,Premio,2013,175000.0,Automatic,Petrol,1500.0,Used,13
32000000,Toyota,Land Cruiser Prado,2015,70000.0,Automatic,Diesel,3000.0,Used,11
8975000,Toyota,Yaris,2023,32000.0,Automatic,Petrol,1000.0,Reconditioned,3
13400000,Toyota,Corolla,2023,72000.0,Automatic,Hybrid,1500.0,Reconditioned,3
8600000,Toyota,Yaris,2023,78000.0,Automatic,Petrol,1000.0,Reconditioned,3
8600000,Toyota,Yaris,2023,79000.0,Automatic,Petrol,1000.0,Reconditioned,3
8400000,Toyota,Roomy,2023,105000.0,Automatic,Petrol,1000.0,Reconditioned,3
8625000,Toyota,Yaris,2023,40000.0,Automatic,Petrol,1000.0,Reconditioned,3
7975000,Toyota,Passo,2023,21000.0,Automatic,Petrol,1000.0,Reconditioned,3
8100000,Toyota,Passo,2024,190000.0,Automatic,Petrol,1000.0,Reconditioned,2
5150000,Toyota,Vios,2004,134000.0,Automatic,Petrol,1500.0,Used,22
13500000,Toyota,Land Cruiser Prado,2003,0.0,Automatic,Petrol,2700.0,Used,23
10600000,Toyota,Yaris,2026,500.0,Automatic,Petrol,1000.0,Import,0
9350000,Toyota,Other Model,2026,89000.0,Automatic,Petrol,1000.0,Import,0
42500000,Toyota,Land Cruiser Prado,2017,11000.0,Tiptronic,Petrol,2700.0,Used,9
13380000,Toyota,Raize,2024,16526.0,Automatic,Hybrid,1200.0,Reconditioned,2
55000000,Toyota,Land Cruiser Prado,2023,0.0,Automatic,Petrol,2700.0,Reconditioned,3
15200000,Toyota,Raize,2026,10000.0,Automatic,Hybrid,1200.0,Brand New,0
9200000,Toyota,Passo,2023,135000.0,Automatic,Petrol,1000.0,Used,3
25000000,Toyota,Land Cruiser Prado,2011,190000.0,Manual,Diesel,3000.0,Used,15
11500000,Toyota,Prius,2013,0.0,Automatic,Hybrid,1700.0,Used,13
22000000,Toyota,Yaris Cross,2025,162990.0,Automatic,Hybrid,1500.0,Brand New,1
8650000,Toyota,Allion,2008,82000.0,Automatic,Petrol,1500.0,Used,18
32300000,Toyota,Land Cruiser Prado,2014,198500.0,Automatic,Petrol,2700.0,Used,12
16450000,Toyota,Land Cruiser Prado,2007,158800.0,Manual,Diesel,3000.0,Used,19
11750000,Toyota,Hilux,2008,197000.0,Automatic,Diesel,3000.0,Used,18
15950000,Toyota,Land Cruiser Prado,2007,160000.0,Manual,Diesel,3000.0,Used,19
5450000,Toyota,Carina,1999,95000.0,Automatic,Petrol,1500.0,Used,27
7500000,Toyota,Avanza,2011,14000.0,Manual,Petrol,1300.0,Used,15
11875000,Toyota,Raize,2023,6000.0,Automatic,Petrol,1000.0,Used,3
12850000,Toyota,Raize,2024,1400.0,Automatic,Petrol,1200.0,Used,2
14400000,Toyota,Raize,2025,3800.0,Automatic,Hybrid,1200.0,Brand New,1
10550000,Toyota,Yaris,2024,250.0,Automatic,Petrol,990.0,Reconditioned,2
13900000,Toyota,Raize,2025,250.0,Automatic,Hybrid,1200.0,Brand New,1
14400000,Toyota,Raize,2025,166000.0,Automatic,Hybrid,1200.0,Brand New,1
6450000,Toyota,Avanza,2011,0.0,Manual,Petrol,1300.0,Used,15
14500000,Toyota,Raize,2026,48000.0,Automatic,Hybrid,998.0,Brand New,0
15000000,Toyota,CHR,2019,11000.0,Automatic,Petrol,1190.0,Used,7
10350000,Toyota,Yaris,2024,18000.0,Automatic,Petrol,1000.0,Brand New,2
12250000,Toyota,Raize,2025,187521.0,Automatic,Petrol,1000.0,Brand New,1
12290000,Toyota,Land Cruiser Prado,1996,72100.0,Automatic,Diesel,3000.0,Used,30
48000000,Toyota,Land Cruiser Prado,2015,224000.0,Automatic,Diesel,2981.0,Used,11
8450000,Toyota,Prius,2009,234000.0,Automatic,Hybrid,1790.0,Used,17
5075000,Toyota,Vitz,2007,0.0,Automatic,Petrol,1000.0,Used,19
14500000,Toyota,Raize,2026,1.0,Automatic,Hybrid,1200.0,Brand New,0
11500000,Toyota,Yaris,2025,2500.0,Automatic,Petrol,990.0,Brand New,1
7350000,Toyota,Pixis,2023,0.0,Automatic,Petrol,660.0,Reconditioned,3
13300000,Toyota,Raize,2026,177000.0,Automatic,Petrol,1000.0,Brand New,0
5200000,Toyota,Carina,1999,0.0,Automatic,Petrol,1500.0,Used,27
14900000,Toyota,Raize,2026,121000.0,Automatic,Hybrid,1200.0,Brand New,0
16500000,Toyota,Land Cruiser Sahara,2003,81000.0,Automatic,Petrol,4700.0,Used,23
47500000,Toyota,Land Cruiser Sahara,2013,261000.0,Automatic,Diesel,4500.0,Used,13
41500000,Toyota,Land Cruiser Sahara,2011,200000.0,Automatic,Diesel,4500.0,Used,15
9800000,Toyota,Hilux,2011,181000.0,Manual,Diesel,2500.0,Used,15
7000000,Toyota,Axio,2008,190000.0,Automatic,Petrol,1500.0,Used,18
12000000,Toyota,Rush,2018,145000.0,Automatic,Petrol,1500.0,Used,8
2750000,Toyota,Corsa,1991,80000.0,Manual,Petrol,1390.0,Used,35
9050000,Toyota,Yaris,2023,99000.0,Automatic,Petrol,990.0,Reconditioned,3
5350000,Toyota,Vitz,2008,117452.0,Automatic,Petrol,1000.0,Used,18
10690000,Toyota,Prius,2013,4000.0,Automatic,Hybrid,1799.0,Used,13
9400000,Toyota,Roomy,2024,24000.0,Automatic,Petrol,1000.0,Import,2
59500000,Toyota,Land Cruiser Prado,2024,250.0,Automatic,Petrol,2700.0,Import,2
14500000,Toyota,Raize,2026,9500.0,Automatic,Hybrid,1200.0,Brand New,0
9100000,Toyota,Yaris,2023,84000.0,Automatic,Petrol,1000.0,Reconditioned,3
7600000,Toyota,Aqua,2012,14000.0,Automatic,Petrol,1490.0,Used,14
12900000,Toyota,Raize,2025,9000.0,Automatic,Petrol,1000.0,Import,1
13900000,Toyota,Raize,2024,11000.0,Automatic,Hybrid,1200.0,Import,2
13600000,Toyota,Raize,2024,6.0,Automatic,Hybrid,1200.0,Import,2
14600000,Toyota,Raize,2026,145000.0,Automatic,Hybrid,1200.0,Import,0
5175000,Toyota,Vios,2003,5100.0,Automatic,Petrol,1500.0,Used,23
17500000,Toyota,Corolla,2025,100000.0,Automatic,Petrol,1500.0,Reconditioned,1
2250000,Toyota,Sprinter,1990,89340.0,Manual,Petrol,1500.0,Used,36
8000000,Toyota,Vitz,2017,197334.0,Automatic,Petrol,1000.0,Used,9
10250000,Toyota,Axio,2015,2817.0,Automatic,Hybrid,1490.0,Used,11
4325000,Toyota,Vios,2003,124000.0,Manual,Petrol,1500.0,Used,23
11750000,Toyota,Prius,2015,164000.0,Automatic,Hybrid,1800.0,Used,11
6750000,Toyota,Prius,2008,200000.0,Automatic,Hybrid,1497.0,Used,18
5850000,Toyota,Camry,2001,0.0,Automatic,Petrol,2900.0,Used,25
10100000,Toyota,Yaris,2026,1.0,Automatic,Petrol,1000.0,Brand New,0
11975000,Toyota,Taisor,2026,0.0,Automatic,Petrol,1000.0,Brand New,0
11700000,Toyota,Taisor,2026,128000.0,Automatic,Petrol,1000.0,Brand New,0
9400000,Toyota,Axio,2015,167200.0,Automatic,Hybrid,1490.0,Used,11
2950000,Toyota,Corsa,1993,49000.0,Manual,Petrol,1500.0,Used,33
16000000,Toyota,Allion,2019,16000.0,Automatic,Petrol,1500.0,Used,7
54500000,Toyota,Alphard,2024,160000.0,Automatic,Hybrid,2480.0,Reconditioned,2
10700000,Toyota,Prius,2012,220000.0,Automatic,Hybrid,1800.0,Used,14
11200000,Toyota,Prius,2013,60000.0,Automatic,Hybrid,1800.0,Used,13
41000000,Toyota,Land Cruiser Sahara,2014,85000.0,Manual,Diesel,4200.0,Used,12
34500000,Toyota,Land Cruiser Prado,2015,193500.0,Automatic,Petrol,2700.0,Used,11
8000000,Toyota,Allion,2007,5000.0,Automatic,Petrol,1500.0,Used,19
13600000,Toyota,Raize,2024,220000.0,Automatic,Hybrid,1200.0,Reconditioned,2
6500000,Toyota,Corolla,2008,24000.0,Automatic,Petrol,1590.0,Used,18
36400000,Toyota,Harrier,2024,18000.0,Automatic,Hybrid,2500.0,Import,2
35000000,Toyota,Harrier,2025,0.0,Automatic,Petrol,2000.0,Import,1
11400000,Toyota,Taisor,2025,4000.0,Automatic,Hybrid,1000.0,Brand New,1
9300000,Toyota,Roomy,2024,15000.0,Automatic,Petrol,996.0,Reconditioned,2
13300000,Toyota,Raize,2023,9210.0,Automatic,Petrol,1200.0,Reconditioned,3
10350000,Toyota,Raize,2020,95000.0,Automatic,Petrol,1000.0,Used,6
12500000,Toyota,CHR,2018,125000.0,Automatic,Petrol,1200.0,Used,8
57500000,Toyota,Land Cruiser Prado,2011,140000.0,Automatic,Petrol,4000.0,Used,15
17950000,Toyota,Fortuner,2014,280000.0,Automatic,Diesel,3000.0,Used,12
35000000,Toyota,Land Cruiser Sahara,2011,12000.0,Automatic,Petrol,4600.0,Used,15
53000000,Toyota,Land Cruiser Prado,2023,0.0,Automatic,Petrol,2800.0,Reconditioned,3
11900000,Toyota,Taisor,2026,0.0,Automatic,Petrol,1000.0,Brand New,0
11850000,Toyota,Taisor,2026,137000.0,Automatic,Petrol,1000.0,Brand New,0
52500000,Toyota,Land Cruiser Sahara,2014,200000.0,Automatic,Diesel,4460.0,Used,12
7500000,Toyota,Vitz,2015,71000.0,Automatic,Petrol,990.0,Used,11
12000000,Toyota,Rush,2018,103000.0,Automatic,Petrol,1496.0,Used,8
12900000,Toyota,CHR,2017,87200.0,Automatic,Petrol,1200.0,Used,9
11800000,Toyota,CHR,2017,243600.0,Tiptronic,Petrol,1190.0,Used,9
2790000,Toyota,Tercel,1996,23.0,Manual,Petrol,1300.0,Used,30
21200000,Toyota,Yaris Cross,2025,11000.0,Automatic,Hybrid,1490.0,Brand New,1
11000000,Toyota,Yaris,2024,20000.0,Automatic,Petrol,1000.0,Import,2
10200000,Toyota,Yaris,2025,0.0,Automatic,Petrol,1000.0,Import,1
12100000,Toyota,Taisor,2026,260352.0,Automatic,Petrol,1000.0,Brand New,0
9000000,Toyota,Allion,2010,1.0,Automatic,Petrol,1490.0,Used,16
14375000,Toyota,Raize,2025,7000.0,Automatic,Hybrid,1200.0,Brand New,1
24000000,Toyota,Hilux,2023,19000.0,Automatic,Diesel,2800.0,Reconditioned,3
16750000,Toyota,CHR,2023,55.0,Automatic,Petrol,1200.0,Reconditioned,3
21000000,Toyota,Yaris Cross,2025,27000.0,Automatic,Hybrid,1500.0,Brand New,1
21990000,Toyota,Hilux,2023,3000.0,Automatic,Diesel,2400.0,Reconditioned,3
39200000,Toyota,Harrier,2025,6.0,Automatic,Petrol,2000.0,Reconditioned,1
14500000,Toyota,Raize,2025,23000.0,Automatic,Hybrid,1200.0,Brand New,1
9800000,Toyota,Roomy,2023,17000.0,Automatic,Petrol,1000.0,Reconditioned,3
23500000,Toyota,Hilux,2023,11000.0,Automatic,Diesel,2400.0,Reconditioned,3
6800000,Toyota,Pixis,2025,25.0,Automatic,Petrol,660.0,Reconditioned,1
10000000,Toyota,Axio,2015,0.0,Automatic,Petrol,1500.0,Used,11
13875000,Toyota,Raize,2025,120000.0,Automatic,Hybrid,1200.0,Brand New,1
13600000,Toyota,Hilux,2018,160000.0,Manual,Diesel,2400.0,Used,8
5450000,Toyota,Carina,1998,18500.0,Automatic,Petrol,1500.0,Used,28
10250000,Toyota,Roomy,2023,10.0,Automatic,Petrol,1000.0,Import,3
120000000,Toyota,Land Cruiser Sahara,2025,10.0,Automatic,Diesel,3446.0,Brand New,1
120000000,Toyota,Land Cruiser Prado,2025,10000.0,Automatic,Diesel,3346.0,Brand New,1
85500000,Toyota,Land Cruiser Prado,2024,7000.0,Manual,Diesel,2755.0,Reconditioned,2
85500000,Toyota,Land Cruiser Prado,2024,0.0,Automatic,Diesel,2755.0,Reconditioned,2
17100000,Toyota,Aqua,2026,29000.0,Automatic,Hybrid,1500.0,Import,0
16500000,Toyota,Yaris Cross,2024,0.0,Automatic,Hybrid,1500.0,Import,2
9850000,Toyota,Yaris,2025,19000.0,Automatic,Petrol,1000.0,Brand New,1
16100000,Toyota,Corolla,2024,13000.0,Automatic,Petrol,1500.0,Import,2
16300000,Toyota,Corolla,2024,0.0,Automatic,Petrol,1500.0,Import,2
28950000,Toyota,Hilux,2026,130000.0,Automatic,Diesel,2800.0,Brand New,0
5900000,Toyota,Other Model,2002,0.0,Automatic,Petrol,1500.0,Used,24
14100000,Toyota,Raize,2026,4.0,Automatic,Petrol,1200.0,Brand New,0
11450000,Toyota,Roomy,2025,4.0,Automatic,Petrol,1000.0,Brand New,1
13800000,Toyota,Raize,2026,0.0,Automatic,Hybrid,1200.0,Brand New,0
56500000,Toyota,Alphard,2025,4000.0,Automatic,Hybrid,2500.0,Brand New,1
16950000,Toyota,Yaris Cross,2023,115000.0,Automatic,Petrol,1500.0,Reconditioned,3
43500000,Toyota,Land Cruiser Sahara,2010,29000.0,Automatic,Diesel,4500.0,Reconditioned,16
58500000,Toyota,Land Cruiser Prado,2019,193500.0,Automatic,Diesel,2800.0,Used,7
6500000,Toyota,Allion,2003,0.0,Automatic,Petrol,1500.0,Used,23
11850000,Toyota,Taisor,2026,120.0,Automatic,Petrol,1000.0,Brand New,0
7195000,Toyota,Vitz,2016,8.0,Automatic,Petrol,1000.0,Used,10
13650000,Toyota,Raize,2025,0.0,Automatic,Hybrid,1200.0,Brand New,1
12100000,Toyota,Taisor,2026,234000.0,Automatic,Petrol,1000.0,Brand New,0
5050000,Toyota,Vios,2003,160000.0,Automatic,Petrol,1490.0,Used,23
11600000,Toyota,Axio,2017,15.0,Automatic,Petrol,1500.0,Used,9
13500000,Toyota,Yaris Ativ,2025,453600.0,Automatic,Petrol,1200.0,Brand New,1
8650000,Toyota,Prius,2011,0.0,Automatic,Hybrid,1490.0,Used,15
11275000,Toyota,Taisor,2025,250.0,Tiptronic,Hybrid,1000.0,Brand New,1
17750000,Toyota,UrbanCruiser Hyryder,2026,0.0,Automatic,Petrol,1500.0,Brand New,0
12100000,Toyota,Taisor,2026,59500.0,Automatic,Petrol,1000.0,Brand New,0
7800000,Toyota,Vitz,2016,86000.0,Automatic,Petrol,990.0,Used,10
13000000,Toyota,CHR,2018,60700.0,Automatic,Petrol,1200.0,Used,8
15500000,Toyota,CHR,2018,98000.0,Automatic,Petrol,1200.0,Used,8
14200000,Toyota,Allion,2017,150000.0,Automatic,Petrol,1500.0,Used,9
3400000,Toyota,Corolla,2001,10.0,Automatic,Diesel,2000.0,Used,25
17500000,Toyota,Aqua,2026,0.0,Automatic,Hybrid,1500.0,Brand New,0
15600000,Toyota,Hyryder,2026,0.0,Automatic,Hybrid,1500.0,Import,0
11400000,Toyota,Taisor,2026,30.0,Automatic,Hybrid,1000.0,Import,0
29500000,Toyota,Other Model,2026,59000.0,Automatic,Diesel,2800.0,Import,0
9890000,Toyota,Raize,2023,167000.0,Automatic,Petrol,990.0,Reconditioned,3
8750000,Toyota,Premio,2007,276000.0,Automatic,Petrol,1500.0,Used,19
14500000,Toyota,Camry,2013,10000.0,Automatic,Petrol,2500.0,Used,13
22000000,Toyota,Other Model,2025,80700.0,Automatic,Diesel,2800.0,Import,1
7290000,Toyota,Aqua,2014,4500.0,Automatic,Hybrid,1497.0,Used,12
15090000,Toyota,Yaris Cross,2025,2490.0,Automatic,Hybrid,1490.0,Import,1
12990000,Toyota,Raize,2025,4500.0,Automatic,Hybrid,990.0,Import,1
14990000,Toyota,Yaris Cross,2025,0.0,Automatic,Hybrid,1490.0,Import,1
23800000,Toyota,Other Model,2026,6.0,Automatic,Petrol,2700.0,Import,0
13150000,Toyota,Raize,2026,234999.0,Automatic,Petrol,1000.0,Brand New,0
10300000,Toyota,Hilux,2010,14000.0,Manual,Diesel,2500.0,Used,16
25500000,Toyota,Prius,2023,0.0,Automatic,Hybrid,1800.0,Import,3
29500000,Toyota,Hilux,2025,7000.0,Automatic,Diesel,2800.0,Brand New,1
12350000,Toyota,Raize,2024,5.0,Tiptronic,Petrol,1000.0,Reconditioned,2
14150000,Toyota,Raize,2026,1.0,Automatic,Hybrid,1200.0,Brand New,0
14475000,Toyota,Raize,2025,1.0,Automatic,Hybrid,1200.0,Brand New,1
13975000,Toyota,Raize,2025,8000.0,Automatic,Hybrid,1200.0,Brand New,1
9100000,Toyota,Yaris,2023,5.0,Automatic,Petrol,1000.0,Reconditioned,3
28600000,Toyota,Hilux,2026,70000.0,Automatic,Diesel,2800.0,Brand New,0
7990000,Toyota,Aqua,2014,319200.0,Automatic,Hybrid,1490.0,Used,12
16850000,Toyota,Corolla,2023,336000.0,Automatic,Petrol,1500.0,Brand New,3
17750000,Toyota,Hyryder V,2026,0.0,Automatic,Petrol,1500.0,Brand New,0
17750000,Toyota,UrbanCruiser Hyryder,2026,10000.0,Automatic,Petrol,1500.0,Brand New,0
17500000,Toyota,Corolla,2023,177000.0,Automatic,Petrol,1500.0,Used,3
2475000,Toyota,Corolla,1992,170000.0,Manual,Diesel,2000.0,Used,34
7550000,Toyota,Axio,2008,0.0,Automatic,Petrol,1500.0,Used,18
10900000,Toyota,Taisor,2026,75600.0,Automatic,Petrol,1000.0,Brand New,0
13000000,Toyota,CHR,2017,207000.0,Automatic,Petrol,1200.0,Used,9
7300000,Toyota,Allion,2007,120000.0,Automatic,Petrol,1500.0,Used,19
7799999,Toyota,Vitz,2017,76000.0,Automatic,Petrol,990.0,Used,9
8500000,Toyota,Vitz,2019,148000.0,Automatic,Petrol,1000.0,Used,7
14500000,Toyota,Land Cruiser Sahara,2000,0.0,Automatic,Petrol,4700.0,Used,26
11250000,Toyota,Yaris,2026,11500.0,Automatic,Petrol,1000.0,Brand New,0
16800000,Toyota,CHR,2023,1.0,Automatic,Petrol,1200.0,Used,3
12495000,Toyota,Raize,2024,300.0,Automatic,Petrol,1000.0,Brand New,2
8500000,Toyota,Passo,2023,139000.0,Automatic,Petrol,1000.0,Brand New,3
8550000,Toyota,Aqua,2016,10.0,Automatic,Hybrid,1500.0,Used,10
120000000,Toyota,Land Cruiser Sahara,2025,7000.0,Automatic,Diesel,3346.0,Brand New,1
85500000,Toyota,Land Cruiser Prado,2024,13000.0,Automatic,Diesel,2755.0,Reconditioned,2
24500000,Toyota,Land Cruiser Prado,2023,13000.0,Manual,Diesel,2755.0,Reconditioned,3
24500000,Toyota,Hilux,2023,7000.0,Automatic,Diesel,2755.0,Reconditioned,3
85500000,Toyota,Land Cruiser Prado,2024,1.0,Automatic,Diesel,2755.0,Used,2
13675000,Toyota,Raize,2025,0.0,Automatic,Hybrid,1200.0,Brand New,1
26000000,Toyota,Hilux,2025,8500.0,Automatic,Diesel,2800.0,Brand New,1
8900000,Toyota,Yaris,2023,10500.0,Automatic,Petrol,1000.0,Reconditioned,3
8550000,Toyota,Roomy,2023,0.0,Automatic,Petrol,1000.0,Reconditioned,3
17750000,Toyota,UrbanCruiser Hyryder,2026,198000.0,Automatic,Petrol,1500.0,Brand New,0
37800000,Toyota,Land Cruiser Prado,2016,0.0,Tiptronic,Diesel,3000.0,Used,10
13900000,Toyota,Raize,2026,5.0,Automatic,Hybrid,1200.0,Brand New,0
10100000,Toyota,Yaris,2024,90000.0,Automatic,Petrol,1000.0,Import,2
25000000,Toyota,Harrier,2017,1.0,Automatic,Petrol,2000.0,Used,9
14375000,Toyota,Raize,2025,21000.0,Automatic,Hybrid,1200.0,Brand New,1
16895000,Toyota,Yaris,2023,20545.0,Automatic,Hybrid,1500.0,Reconditioned,3
16795000,Toyota,Yaris,2023,0.0,Automatic,Hybrid,1500.0,Reconditioned,3
